Make,Model,Model_Year,Status,Variant,Fuel_Type,Displacement,Cylinders,Image_url,Brand_Image
Land Rover,Freelander 2,2013,Discontinued,Freelander 2,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/land-rover/freelander-2.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Range Rover Sport [2013-2018],2013,Discontinued,Range Rover Sport,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/53/83/9809/img/m/Land-Rover-Range-Rover-Sport-Right-Front-Three-Quarter-50682_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Discovery Sport [2015-2017],2015,Discontinued,Discovery Sport,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/19806/Land-Rover-Discovery-Sport-Right-Front-Three-Quarter-56684.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Range Rover Evoque [2015-2016],2015,Discontinued,Range Rover Evoque,Electric,,,https://imgd.aeplcdn.com/664x374/cw/ec/23467/Land-Rover-Range-Rover-Evoque-Right-Front-Three-Quarter-72930.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Range Rover [2014-2018],2014,Discontinued,Range Rover,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/7F/84/18599/img/m/Land-Rover-Range-Rover-LWB-Right-Front-Three-Quarter-51378_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Range Rover Evoque [2014-2015],2014,Discontinued,Range Rover Evoque,Electric,,,https://imgd.aeplcdn.com/664x374/cw/cars/land-rover/range-rover-evoque.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Discovery Sport [2017-2018],2017,Discontinued,Discovery Sport,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/28678/Land-Rover-Discovery-Sport-Right-Front-Three-Quarter-94738.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Discovery [2014-2017],2014,Discontinued,Discovery,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/62/AC/18600/img/m/Land-Rover-Discovery-Right-Front-Three-Quarter-51383_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Defender,2021,Active,Defender,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/55215/defender-exterior-right-front-three-quarter-23.png,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Range Rover Velar,2023,Active,Range Rover Velar,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/153319/range-rover-velar-exterior-right-front-three-quarter-5.png,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Range Rover,2022,Active,Range Rover,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/107719/range-rover-exterior-right-front-three-quarter-47.png,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Range Rover Sport,2022,Active,Range Rover Sport,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/122451/range-rover-sport-exterior-right-front-three-quarter-44.png,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Range Rover Evoque,2020,Active,Range Rover Evoque,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/37721/range-rover-evoque-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Discovery Sport,2022,Active,Discovery Sport,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/127321/discovery-sport-exterior-right-front-three-quarter-42.png,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Land Rover,Discovery,2017,Active,Discovery,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/24806/discovery-exterior-right-front-three-quarter-3.png,https://imgd.aeplcdn.com/0x0/cw/makes/land-rover.webp
Rolls-Royce,Wraith,2015,Discontinued,Wraith,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/21135/wraith-exterior-right-front-three-quarter-62430.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/rolls-royce.webp
Rolls-Royce,Ghost Series II,2014,Discontinued,Ghost Series II,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/03/E0/14521/img/m/Rolls-Royce-Ghost-Series-II-Right-Front-Three-Quarter-51841_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/rolls-royce.webp
Rolls-Royce,Dawn,2016,Discontinued,Dawn,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/23875/dawn-exterior-right-front-three-quarter-75145.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/rolls-royce.webp
Rolls-Royce,Phantom Coupe,2017,Discontinued,Phantom Coupe,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/rolls-royce/phantom-coupe.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/rolls-royce.webp
Rolls-Royce,Drophead Coupe,2018,Discontinued,Drophead Coupe,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/51/ca/10772/img/m/Rolls-Royce-Drophead-Coupe-Right-Front-Three-Quarter-51839_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/rolls-royce.webp
Rolls-Royce,Ghost,2011,Discontinued,Ghost,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/rolls-royce/ghost.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/rolls-royce.webp
Rolls-Royce,Phantom [2015-2016],2016,Discontinued,Phantom,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/10768/RollsRoyce-Phantom-Right-Front-Three-Quarter-62458.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/rolls-royce.webp
Rolls-Royce,Phantom,2018,Active,Phantom,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/30181/phantom-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/rolls-royce.webp
Rolls-Royce,Cullinan,2018,Active,Cullinan,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/34427/cullinan-exterior-right-front-three-quarter.png,https://imgd.aeplcdn.com/0x0/cw/makes/rolls-royce.webp
Rolls-Royce,Spectre,2024,Active,Spectre,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/168715/spectre-exterior-right-front-three-quarter-4.png,https://imgd.aeplcdn.com/0x0/cw/makes/rolls-royce.webp
Lamborghini,Huracan Evo,2014,Discontinued,Huracan Evo,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/14054/huracan-evo-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Urus [2018-2022],2018,Discontinued,Urus,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/32406/Lamborghini-Urus-Exterior-116612.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Huracan Evo Spyder,2020,Discontinued,Huracan Evo Spyder,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/95475/huracan-evo-spyder-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Huracan Tecnica,2022,Discontinued,Huracan Tecnica,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/130671/huracan-tecnica-exterior-right-front-three-quarter-4.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Urus Performante,2022,Discontinued,Urus Performante,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/53859/urus-performante-exterior-right-front-three-quarter-4.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Huracan STO,2021,Discontinued,Huracan STO,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/97705/huracan-sto-exterior-right-front-three-quarter-4.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Huracan Sterrato,2022,Discontinued,Huracan Sterrato,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/163239/huracan-sterrato-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Urus S,2023,Discontinued,Urus S,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/146547/urus-s-exterior-right-front-three-quarter-6.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Aventador,2011,Discontinued,Aventador,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/9802/Lamborghini-Aventador-Exterior-119862.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Revuelto,2023,Active,Revuelto,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/164543/revuelto-exterior-right-front-three-quarter-3.png,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Urus SE,2024,Active,Urus SE,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/182149/urus-se-exterior-right-front-three-quarter-4.png,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Lamborghini,Temerario,2025,Active,Temerario,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/200453/temerario-exterior-right-front-three-quarter-8.png,https://imgd.aeplcdn.com/0x0/cw/makes/lamborghini.webp
Ferrari,812,2018,Discontinued,812,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/33641/Ferrari-812-Exterior-123393.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,GTC4 Lusso,2017,Discontinued,GTC4 Lusso,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/24539/Ferrari-GTC4-Lusso-Exterior-104086.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,488,2015,Discontinued,488,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/21101/Ferrari-488-Right-Front-Three-Quarter-61997.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,California,2010,Discontinued,California,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/10766/Ferrari-California-Right-Front-Three-Quarter-61993.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,FF,2011,Discontinued,FF,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/10775/Ferrari-FF-Right-Front-Three-Quarter-61966.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,458,2015,Discontinued,458,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/21090/Ferrari-458-Right-Front-Three-Quarter-61977.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,F12berlinetta,2015,Discontinued,F12berlinetta,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/21105/Ferrari-F12berlinetta-Right-Front-Three-Quarter-62007.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,849 Testarossa,2026,Active,849 Testarossa,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/219214/849-testarossa-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,Purosangue SUV,2024,Active,Purosangue SUV,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/47137/purosangue-suv-exterior-right-front-three-quarter-15.png,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,296 GTB,2022,Active,296 GTB,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/154779/296-gtb-exterior-right-front-three-quarter-24.png,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,Roma,2021,Active,Roma,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/97963/roma-exterior-right-front-three-quarter-3.png,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,F8 Tributo,2020,Active,F8 Tributo,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/49376/f8-tributo-exterior-right-front-three-quarter-13.png,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,Portofino,2018,Active,Portofino,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/36258/portofino-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Ferrari,296 GTS,2023,Active,296 GTS,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/155685/296-gts-exterior-right-front-three-quarter-5.png,https://imgd.aeplcdn.com/0x0/cw/makes/ferrari.webp
Lexus,Old Generation ES 2018,2018,Discontinued,Old Generation ES 2018,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/35351/es-exterior-right-front-three-quarter-3.png,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,LX [2017-2022],2017,Discontinued,LX,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/28188/lx-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,NX [2017-2022],2017,Discontinued,NX,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/31918/Lexus-NX-Exterior-115308.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,RX [2017-2023],2017,Discontinued,RX,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/28283/Lexus-RX-Right-Front-Three-Quarter-94305.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,LC 500h,2020,Discontinued,LC 500h,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/44615/lexus-lc-500h-right-front-three-quarter10.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,LS,2018,Discontinued,LS,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/28191/ls-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,UX 300e,2024,Discontinued,UX 300e,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/128227/ux-300e-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,ES [2017-2018],2017,Discontinued,ES,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/28343/Lexus-ES-Right-Front-Three-Quarter-93381.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,ES,2026,Active,ES,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/219038/new-es-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,LM,2024,Active,LM,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/155855/lm-exterior-right-front-three-quarter-5.png,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,LX,2022,Active,LX,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/137979/lx-exterior-right-front-three-quarter-40.png,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,RX,2023,Active,RX,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/139465/rx-exterior-right-front-three-quarter-15.png,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Lexus,NX,2022,Active,NX,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/113023/nx-exterior-right-front-three-quarter-4.png,https://imgd.aeplcdn.com/0x0/cw/makes/lexus.webp
Maserati,GranTurismo [2018-2021],2018,Discontinued,GranTurismo,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/19431/Maserati-GranTurismo-Exterior-138060.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Maserati,GranCabrio,2015,Discontinued,GranCabrio,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/FD/1C/19433/img/m/Maserati-GranCabrio-Right-Front-Three-Quarter-54327_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Maserati,GranTurismo [2015-2018],2015,Discontinued,GranTurismo,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/90/8E/19431/img/m/Maserati-GranTurismo-Right-Front-Three-Quarter-54318_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Maserati,Ghibli [2015-2018],2015,Discontinued,Ghibli,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/A4/84/19425/img/m/Maserati-Ghibli-Right-Front-Three-Quarter-54295_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Maserati,Ghibli,2018,Active,Ghibli,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/33688/ghibli-exterior-right-front-three-quarter-3.png,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Maserati,MC20,2021,Active,MC20,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/108971/mc20-exterior-right-front-three-quarter-3.png,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Maserati,Levante,2018,Active,Levante,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/26924/levante-exterior-right-front-three-quarter-4.png,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Maserati,MCPura,2025,Active,MCPura,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/210947/mcpura-exterior-right-front-three-quarter-6.png,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Maserati,Grecale,2024,Active,Grecale,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/183271/grecale-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Maserati,GranTurismo,2024,Active,GranTurismo,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/186189/granturismo-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Maserati,Quattroporte,2015,Active,Quattroporte,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/19429/quattroporte-exterior-right-front-three-quarter-149976.png,https://imgd.aeplcdn.com/0x0/cw/makes/maserati.webp
Volvo,XC90 [2022-2025],2022,Discontinued,XC90,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131135/xc90-exterior-right-front-three-quarter-106.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC60 [2022-2025],2022,Discontinued,XC60,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131131/xc60-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,S60,2021,Discontinued,S60,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/27032/s60-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC90 [2021-2022],2021,Discontinued,XC90,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/106395/exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,S90,2022,Discontinued,S90,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131145/s90-exterior-right-front-three-quarter-4.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC40 [2018-2022],2018,Discontinued,XC40,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/32889/Volvo-XC40-Exterior-130763.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC90 [2015-2021],2015,Discontinued,XC90,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/18626/Volvo-XC90-Right-Front-Three-Quarter-164462.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,S90 [2021-2022],2021,Discontinued,S90,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/105969/exterior-right-front-three-quarter-4.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC60 [2021-2022],2021,Discontinued,XC60,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/104723/exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC60 [2017-2021],2017,Discontinued,XC60,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/26783/Volvo-XC60-Exterior-114592.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,V90 Cross Country,2017,Discontinued,V90 Cross Country,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/26873/Volvo-V90-Cross-Country-Right-Front-Three-Quarter-102476.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,S90 [2016-2021],2016,Discontinued,S90,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/22612/Volvo-S90-Right-Front-Three-Quarter-83299.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC40,2022,Discontinued,XC40,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131141/xc40-exterior-right-front-three-quarter-108.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC40 Recharge [2022-2024],2022,Discontinued,XC40 Recharge,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/51766/xc40-recharge-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,S60 [2015-2020],2015,Discontinued,S60,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/18675/Volvo-S60-Exterior-169848.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,V40 [2016-2019],2016,Discontinued,V40,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/22723/Volvo-V40-Right-Front-Three-Quarter-85786.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,V40 Cross Country [2016-2019],2016,Discontinued,V40 Cross Country,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/26228/Volvo-V40-Cross-Country-Right-Front-Three-Quarter-102818.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC60 [2013-2015],2013,Discontinued,XC60,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/2c/8E/9930/img/m/Volvo-XC60-Right-Front-Three-Quarter-50744_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,S80 [2015-2017],2015,Discontinued,S80,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/volvo/s80.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC60 [2015-2017],2015,Discontinued,XC60,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/e1/F9/18676/img/m/Volvo-XC60-Right-Front-Three-Quarter-51653_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC90 [2007-2015],2007,Discontinued,XC90,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/65/91/9931/img/m/Volvo-XC90-Right-Front-Three-Quarter-50724_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,S60 [2013-2015],2013,Discontinued,S60,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/68/C8/9928/img/m/Volvo-S60-Right-Front-Three-Quarter-50745_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,V40 Cross Country [2013-2016],2013,Discontinued,V40 Cross Country,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/volvo/v40 cross country.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,S80 [2014-2015],2014,Discontinued,S80,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/ad/E1/9929/img/m/Volvo-S80-Right-Front-Three-Quarter-48980_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,V40 [2015-2016],2015,Discontinued,V40,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/volvo/v40-only.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC90,2025,Active,XC90,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/198257/xc90-exterior-right-front-three-quarter-4.png,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,EX30,2025,Active,EX30,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/173187/ex30-exterior-right-front-three-quarter-6.png,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,XC60,2025,Active,XC60,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/206978/xc60-exterior-right-front-three-quarter-8.png,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,EX40,2024,Active,EX40,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/189773/ex40-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,EC40,2023,Active,EC40,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/150611/c40-recharge-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
Volvo,EX90,2026,Upcoming,EX90,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/172845/ex90-exterior-left-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/volvo.webp
ICML,Extreme [2014-2015],2014,Discontinued,Extreme,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/13/D2/18868/img/m/ICML-Extreme-Right-Front-Three-Quarter-52284_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/icml.webp
Jeep,Compass [2017-2021],2017,Discontinued,Compass,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/25107/Jeep-Compass-Exterior-103917.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/jeep.webp
Jeep,Avenger,2026,Discontinued,Avenger,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/125241/avenger-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/jeep.webp
Jeep,Wrangler [2019-2021],2019,Discontinued,Wrangler,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/41418/Jeep-Wrangler-Right-Front-Three-Quarter-165896.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/jeep.webp
Jeep,Wrangler [2021-2024],2021,Discontinued,Wrangler,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/54437/wrangler-exterior-right-front-three-quarter-52.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/jeep.webp
Jeep,Renegade,2025,Discontinued,Renegade,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/21592/Jeep-Renegade-Exterior-170081.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/jeep.webp
Jeep,Grand Cherokee [2016-2020],2016,Discontinued,Grand Cherokee,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/9672/Jeep-Grand-Cherokee-Right-Front-Three-Quarter-79395.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/jeep.webp
